"Visualization ID","Mode","Statistic","Year","Value","Units","Name","Year ","Percent_1","change_from_previous_year_1","Commuting Mode","Rank","Date","Year 1"
"Table_3-8","Number of transit vehicles","Transit bus","2013","67,383",,"Public Transit System","2013",,,,,,"2013"
"Table_3-8","Number of transit vehicles","Transit bus","2014","62,986",,"Public Transit System","2014",,,,,,"2014"
"Table_3-8","Number of transit vehicles","Transit bus","2015","64,184",,"Public Transit System","2015",,,,,,"2015"
"Table_3-8","Number of transit vehicles","Transit bus","2016","63,871",,"Public Transit System","2016",,,,,,"2016"
"Table_3-8","Number of transit vehicles","Transit bus","2017","64,298",,"Public Transit System","2017",,,,,,"2017"
"Table_3-8","Number of transit vehicles","Transit bus","2018","63,855",,"Public Transit System","2018",,,,,,"2018"
"Table_3-8","Number of transit vehicles","Transit bus","2019","64,572",,"Public Transit System","2019",,,,,,"2019"
"Table_3-8","Number of transit vehicles","Transit bus","2020","64,536",,"Public Transit System","2020",,,,,,"2020"
"Table_3-8","Number of transit vehicles","Transit bus","2021","63,399",,"Public Transit System","2021",,,,,,"2021"
"Table_3-8","Number of transit vehicles","Transit bus","2022","63,329",,"Public Transit System","2022",,,,,,"2022"
"Table_3-8","Number of transit vehicles","Transit bus","2023","61,666",,"Public Transit System","2023",,,,,,"2023"
"Table_3-8","Number of transit vehicles","Demand response","2000","22,087",,"Public Transit System","2000",,,,,,"2000"
"Table_3-8","Number of transit vehicles","Demand response","2001","24,668",,"Public Transit System","2001",,,,,,"2001"
"Table_3-8","Number of transit vehicles","Demand response","2002","24,808",,"Public Transit System","2002",,,,,,"2002"
"Table_3-8","Number of transit vehicles","Demand response","2003","25,873",,"Public Transit System","2003",,,,,,"2003"
"Table_3-8","Number of transit vehicles","Demand response","2004","26,333",,"Public Transit System","2004",,,,,,"2004"
"Table_3-8","Number of transit vehicles","Demand response","2005","28,346",,"Public Transit System","2005",,,,,,"2005"
"Table_3-8","Number of transit vehicles","Demand response","2006","29,406",,"Public Transit System","2006",,,,,,"2006"
"Table_3-8","Number of transit vehicles","Demand response","2007","29,433",,"Public Transit System","2007",,,,,,"2007"
"Table_3-8","Number of transit vehicles","Demand response","2008","30,773",,"Public Transit System","2008",,,,,,"2008"
"Table_3-8","Number of transit vehicles","Demand response","2009","34,266",,"Public Transit System","2009",,,,,,"2009"
"Table_3-8","Number of transit vehicles","Demand response","2010","32,696",,"Public Transit System","2010",,,,,,"2010"
"Table_3-8","Number of transit vehicles","Demand response","2011","31,846",,"Public Transit System","2011",,,,,,"2011"
"Table_3-8","Number of transit vehicles","Demand response","2012","31,929",,"Public Transit System","2012",,,,,,"2012"
"Table_3-8","Number of transit vehicles","Demand response","2013","31,433",,"Public Transit System","2013",,,,,,"2013"
"Table_3-8","Number of transit vehicles","Demand response","2014","31,359",,"Public Transit System","2014",,,,,,"2014"
"Table_3-8","Number of transit vehicles","Demand response","2015","32,490",,"Public Transit System","2015",,,,,,"2015"
"Table_3-8","Number of transit vehicles","Demand response","2016","33,225",,"Public Transit System","2016",,,,,,"2016"
"Table_3-8","Number of transit vehicles","Demand response","2017","33,012",,"Public Transit System","2017",,,,,,"2017"
"Table_3-8","Number of transit vehicles","Demand response","2018","33,253",,"Public Transit System","2018",,,,,,"2018"
"Table_3-8","Number of transit vehicles","Demand response","2019","34,613",,"Public Transit System","2019",,,,,,"2019"
"Table_3-8","Number of transit vehicles","Demand response","2020","34,633",,"Public Transit System","2020",,,,,,"2020"
"Table_3-8","Number of transit vehicles","Demand response","2021","31,553",,"Public Transit System","2021",,,,,,"2021"
"Table_3-8","Number of transit vehicles","Demand response","2022","31,777",,"Public Transit System","2022",,,,,,"2022"
"Table_3-8","Number of transit vehicles","Demand response","2023","32,423",,"Public Transit System","2023",,,,,,"2023"
"Table_3-8","Number of transit vehicles","Other","2000","7,705",,"Public Transit System","2000",,,,,,"2000"
"Table_3-8","Number of transit vehicles","Other","2001","8,137",,"Public Transit System","2001",,,,,,"2001"
"Table_3-8","Number of transit vehicles","Other","2002","8,033",,"Public Transit System","2002",,,,,,"2002"
"Table_3-8","Number of transit vehicles","Other","2003","8,626",,"Public Transit System","2003",,,,,,"2003"
"Table_3-8","Number of transit vehicles","Other","2004","10,544",,"Public Transit System","2004",,,,,,"2004"
"Table_3-8","Number of transit vehicles","Other","2005","11,622",,"Public Transit System","2005",,,,,,"2005"
"Table_3-8","Number of transit vehicles","Other","2006","12,454",,"Public Transit System","2006",,,,,,"2006"
"Table_3-8","Number of transit vehicles","Other","2007","12,953",,"Public Transit System","2007",,,,,,"2007"
"Table_3-8","Number of transit vehicles","Other","2008","14,953",,"Public Transit System","2008",,,,,,"2008"
"Table_3-8","Number of transit vehicles","Other","2009","17,766",,"Public Transit System","2009",,,,,,"2009"
"Table_3-8","Number of transit vehicles","Other","2010","18,066",,"Public Transit System","2010",,,,,,"2010"
"Table_3-8","Number of transit vehicles","Other","2011","18,965",,"Public Transit System","2011",,,,,,"2011"
"Table_3-8","Number of transit vehicles","Other","2012","16,996",,"Public Transit System","2012",,,,,,"2012"
"Table_3-8","Number of transit vehicles","Other","2013","17,793",,"Public Transit System","2013",,,,,,"2013"
"Table_3-8","Number of transit vehicles","Other","2014","17,994",,"Public Transit System","2014",,,,,,"2014"
"Table_3-8","Number of transit vehicles","Other","2015","18,601",,"Public Transit System","2015",,,,,,"2015"
"Table_3-8","Number of transit vehicles","Other","2016","17,042",,"Public Transit System","2016",,,,,,"2016"
"Table_3-8","Number of transit vehicles","Other","2017","18,104",,"Public Transit System","2017",,,,,,"2017"
"Table_3-8","Number of transit vehicles","Other","2018","17,803",,"Public Transit System","2018",,,,,,"2018"
"Table_3-8","Number of transit vehicles","Other","2019","17,491",,"Public Transit System","2019",,,,,,"2019"
"Table_3-8","Number of transit vehicles","Other","2020","17,511",,"Public Transit System","2020",,,,,,"2020"
"Table_3-8","Number of transit vehicles","Other","2021","13,748",,"Public Transit System","2021",,,,,,"2021"
"Table_3-8","Number of transit vehicles","Other","2022","13,451",,"Public Transit System","2022",,,,,,"2022"
"Table_3-8","Number of transit vehicles","Other","2023","14,245",,"Public Transit System","2023",,,,,,"2023"
"Table_3-9","Amtrak","System mileage","2000","23,000",,"Passenger Rail System","2000",,,,,,"2000"
"Table_3-9","Amtrak","Number of locomotives","2000","378",,"Passenger Rail System","2000",,,,,,"2000"
"Table_3-9","Amtrak","Number of passenger cars","2000","1,894",,"Passenger Rail System","2000",,,,,,"2000"
"Table_3-9","Amtrak","Number of stations","2000","515",,"Passenger Rail System","2000",,,,,,"2000"
"Table_3-9","Amtrak","System mileage","2001","23,000",,"Passenger Rail System","2001",,,,,,"2001"
"Table_3-9","Amtrak","Number of locomotives","2001","401",,"Passenger Rail System","2001",,,,,,"2001"
"Table_3-9","Amtrak","Number of passenger cars","2001","2,084",,"Passenger Rail System","2001",,,,,,"2001"
"Table_3-9","Amtrak","Number of stations","2001","512",,"Passenger Rail System","2001",,,,,,"2001"
"Table_3-9","Amtrak","System mileage","2002","23,000",,"Passenger Rail System","2002",,,,,,"2002"
"Table_3-9","Amtrak","Number of locomotives","2002","372",,"Passenger Rail System","2002",,,,,,"2002"
"Table_3-9","Amtrak","Number of passenger cars","2002","2,896",,"Passenger Rail System","2002",,,,,,"2002"
"Table_3-9","Amtrak","Number of stations","2002","515",,"Passenger Rail System","2002",,,,,,"2002"
"Table_3-9","Amtrak","System mileage","2003","22,675",,"Passenger Rail System","2003",,,,,,"2003"
"Table_3-9","Amtrak","Number of locomotives","2003","442",,"Passenger Rail System","2003",,,,,,"2003"
"Table_3-9","Amtrak","Number of passenger cars","2003","1,623",,"Passenger Rail System","2003",,,,,,"2003"
"Table_3-9","Amtrak","Number of stations","2003","514",,"Passenger Rail System","2003",,,,,,"2003"
"Table_3-9","Amtrak","System mileage","2004","22,256",,"Passenger Rail System","2004",,,,,,"2004"
"Table_3-9","Amtrak","Number of locomotives","2004","276",,"Passenger Rail System","2004",,,,,,"2004"
"Table_3-9","Amtrak","Number of passenger cars","2004","1,211",,"Passenger Rail System","2004",,,,,,"2004"
"Table_3-9","Amtrak","Number of stations","2004","529",,"Passenger Rail System","2004",,,,,,"2004"
"Table_3-9","Amtrak","System mileage","2005","22,007",,"Passenger Rail System","2005",,,,,,"2005"
"Table_3-9","Amtrak","Number of locomotives","2005","258",,"Passenger Rail System","2005",,,,,,"2005"
"Table_3-9","Amtrak","Number of passenger cars","2005","1,186",,"Passenger Rail System","2005",,,,,,"2005"
"Table_3-9","Amtrak","Number of stations","2005","531",,"Passenger Rail System","2005",,,,,,"2005"
"Table_3-9","Amtrak","System mileage","2006","21,708",,"Passenger Rail System","2006",,,,,,"2006"
"Table_3-9","Amtrak","Number of locomotives","2006","319",,"Passenger Rail System","2006",,,,,,"2006"
"Table_3-9","Amtrak","Number of passenger cars","2006","1,191",,"Passenger Rail System","2006",,,,,,"2006"
"Table_3-9","Amtrak","Number of stations","2006","510",,"Passenger Rail System","2006",,,,,,"2006"
"Table_3-9","Amtrak","System mileage","2007","21,708",,"Passenger Rail System","2007",,,,,,"2007"
"Table_3-9","Amtrak","Number of locomotives","2007","270",,"Passenger Rail System","2007",,,,,,"2007"
"Table_3-9","Amtrak","Number of passenger cars","2007","1,164",,"Passenger Rail System","2007",,,,,,"2007"
"Table_3-9","Amtrak","Number of stations","2007","508",,"Passenger Rail System","2007",,,,,,"2007"
"Table_3-9","Amtrak","System mileage","2008","21,178",,"Passenger Rail System","2008",,,,,,"2008"
"Table_3-9","Amtrak","Number of locomotives","2008","278",,"Passenger Rail System","2008",,,,,,"2008"
"Table_3-9","Amtrak","Number of passenger cars","2008","1,177",,"Passenger Rail System","2008",,,,,,"2008"
"Table_3-9","Amtrak","Number of stations","2008","510",,"Passenger Rail System","2008",,,,,,"2008"
"Table_3-9","Amtrak","System mileage","2008","21,178",,"Passenger Rail System","2008",,,,,,"2008"
"Table_3-9","Amtrak","Number of locomotives","2009","274",,"Passenger Rail System","2009",,,,,,"2009"
"Table_3-9","Amtrak","Number of passenger cars","2009","1,214",,"Passenger Rail System","2009",,,,,,"2009"
"Table_3-9","Amtrak","Number of stations","2009","511",,"Passenger Rail System","2009",,,,,,"2009"
"Table_3-9","Amtrak","System mileage","2010","21,178",,"Passenger Rail System","2010",,,,,,"2010"
"Table_3-9","Amtrak","Number of locomotives","2010","282",,"Passenger Rail System","2010",,,,,,"2010"
"Table_3-9","Amtrak","Number of passenger cars","2010","1,274",,"Passenger Rail System","2010",,,,,,"2010"
"Table_3-9","Amtrak","Number of stations","2010","512",,"Passenger Rail System","2010",,,,,,"2010"
"Table_3-9","Amtrak","System mileage","2011","21,225",,"Passenger Rail System","2011",,,,,,"2011"
"Table_3-9","Amtrak","Number of locomotives","2011","287",,"Passenger Rail System","2011",,,,,,"2011"
"Table_3-9","Amtrak","Number of passenger cars","2011","1,301",,"Passenger Rail System","2011",,,,,,"2011"
"Table_3-9","Amtrak","Number of stations","2011","511",,"Passenger Rail System","2011",,,,,,"2011"
"Table_3-9","Amtrak","System mileage","2012","21,334",,"Passenger Rail System","2012",,,,,,"2012"
"Table_3-9","Amtrak","Number of locomotives","2012","485",,"Passenger Rail System","2012",,,,,,"2012"
"Table_3-9","Amtrak","Number of passenger cars","2012","2,090",,"Passenger Rail System","2012",,,,,,"2012"
"Table_3-9","Amtrak","Number of stations","2012","512",,"Passenger Rail System","2012",,,,,,"2012"
"Table_3-9","Amtrak","System mileage","2013","21,356",,"Passenger Rail System","2013",,,,,,"2013"
"Table_3-9","Amtrak","Number of locomotives","2013","418",,"Passenger Rail System","2013",,,,,,"2013"
"Table_3-9","Amtrak","Number of passenger cars","2013","1,447",,"Passenger Rail System","2013",,,,,,"2013"
"Table_3-9","Amtrak","Number of stations","2013","516",,"Passenger Rail System","2013",,,,,,"2013"
"Table_3-9","Amtrak","System mileage","2014","21,356",,"Passenger Rail System","2014",,,,,,"2014"
"Table_3-9","Amtrak","Number of locomotives","2014","428",,"Passenger Rail System","2014",,,,,,"2014"
"Table_3-9","Amtrak","Number of passenger cars","2014","1,419",,"Passenger Rail System","2014",,,,,,"2014"
"Table_3-9","Amtrak","Number of stations","2014","518",,"Passenger Rail System","2014",,,,,,"2014"
"Table_3-9","Amtrak","System mileage","2015","21,358",,"Passenger Rail System","2015",,,,,,"2015"
"Table_3-9","Amtrak","Number of locomotives","2015","423",,"Passenger Rail System","2015",,,,,,"2015"
"Table_3-9","Amtrak","Number of passenger cars","2015","1,428",,"Passenger Rail System","2015",,,,,,"2015"
"Table_3-9","Amtrak","Number of stations","2015","521",,"Passenger Rail System","2015",,,,,,"2015"
"Table_3-9","Amtrak","System mileage","2016","21,358",,"Passenger Rail System","2016",,,,,,"2016"
"Table_3-9","Amtrak","Number of locomotives","2016","434",,"Passenger Rail System","2016",,,,,,"2016"
"Table_3-9","Amtrak","Number of passenger cars","2016","1,402",,"Passenger Rail System","2016",,,,,,"2016"
"Table_3-9","Amtrak","Number of stations","2016","525",,"Passenger Rail System","2016",,,,,,"2016"
"Table_3-9","Amtrak","System mileage","2017","21,407",,"Passenger Rail System","2017",,,,,,"2017"
"Table_3-9","Amtrak","Number of locomotives","2017","419",,"Passenger Rail System","2017",,,,,,"2017"
"Table_3-9","Amtrak","Number of passenger cars","2017","1,405",,"Passenger Rail System","2017",,,,,,"2017"
"Table_3-9","Amtrak","Number of stations","2017","527",,"Passenger Rail System","2017",,,,,,"2017"
"Table_3-9","Amtrak","System mileage","2018","21,407",,"Passenger Rail System","2018",,,,,,"2018"
"Table_3-9","Amtrak","Number of locomotives","2018","431",,"Passenger Rail System","2018",,,,,,"2018"
"Table_3-9","Amtrak","Number of passenger cars","2018","1,403",,"Passenger Rail System","2018",,,,,,"2018"
"Table_3-9","Amtrak","Number of stations","2018","526",,"Passenger Rail System","2018",,,,,,"2018"
"Table_3-9","Amtrak","System mileage","2019","21,407",,"Passenger Rail System","2019",,,,,,"2019"
"Table_3-9","Amtrak","Number of locomotives","2019","403",,"Passenger Rail System","2019",,,,,,"2019"
"Table_3-9","Amtrak","Number of passenger cars","2019","1,415",,"Passenger Rail System","2019",,,,,,"2019"
"Table_3-9","Amtrak","Number of stations","2019","526",,"Passenger Rail System","2019",,,,,,"2019"
"Table_3-9","Amtrak","System mileage","2020","20,787",,"Passenger Rail System","2020",,,,,,"2020"
"Table_3-9","Amtrak","Number of locomotives","2020","384",,"Passenger Rail System","2020",,,,,,"2020"
"Table_3-9","Amtrak","Number of passenger cars","2020","1,313",,"Passenger Rail System","2020",,,,,,"2020"
"Table_3-9","Amtrak","Number of stations","2020","526",,"Passenger Rail System","2020",,,,,,"2020"
"Table_3-9","Amtrak","System mileage","2021","21,124",,"Passenger Rail System","2021",,,,,,"2021"
"Table_3-9","Amtrak","Number of locomotives","2021","395",,"Passenger Rail System","2021",,,,,,"2021"
"Table_3-9","Amtrak","Number of passenger cars","2021","1,443",,"Passenger Rail System","2021",,,,,,"2021"
"Table_3-9","Amtrak","Number of stations","2021","526",,"Passenger Rail System","2021",,,,,,"2021"
"Table_3-9","Amtrak","System mileage","2022","21,220",,"Passenger Rail System","2022",,,,,,"2022"
"Table_3-9","Amtrak","Number of locomotives","2022","391",,"Passenger Rail System","2022",,,,,,"2022"
"Table_3-9","Amtrak","Number of passenger cars","2022","1,344",,"Passenger Rail System","2022",,,,,,"2022"
"Table_3-9","Amtrak","Number of stations","2022","528",,"Passenger Rail System","2022",,,,,,"2022"
"Table_3-9","Amtrak","System mileage","2023","21,383",,"Passenger Rail System","2023",,,,,,"2023"
"Table_3-9","Amtrak","Number of locomotives","2023","413",,"Passenger Rail System","2023",,,,,,"2023"
"Table_3-9","Amtrak","Number of passenger cars","2023","1,353",,"Passenger Rail System","2023",,,,,,"2023"
"Table_3-9","Amtrak","Number of stations","2023","528",,"Passenger Rail System","2023",,,,,,"2023"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1990","45,937",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Air","Air, total","1990","866",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Air","U.S. air carrier","1990","39",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Air","Commuter carrier","1990","6",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Air","On-demand air taxi","1990","51",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Air","General aviation","1990","770",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Highway passenger, total","1990","43,894",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Passenger car occupants","1990","24,092",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Motorcyclists","1990","3,244",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Light truck occupants","1990","8,601",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Bus occupants","1990","32",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Pedestrians","1990","6,482",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Pedalcyclists","1990","859",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Highway passenger","Other","1990","584",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Rail passenger","Rail passenger, total","1990","202",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Rail passenger","Train accidents","1990","0",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1990","74",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Rail passenger","Trespassers","1990","117",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Rail passenger","Other incidents","1990","11",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Transit","Transit, total","1990","339",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Transit","Transit, non-rail","1990","110",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Transit","Transit, rail","1990","229",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Water passenger","Water passenger, total","1990","865",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Water passenger","Passenger vessel","1990","0",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","Water passenger","Recreational boating","1990","865",,"Fatalities by Selected Passenger Transportation Mode","1990",,,,,,"1990"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1991","43,079",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Air","Air, total","1991","1,039",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Air","U.S. air carrier","1991","62",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Air","Commuter carrier","1991","99",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Air","On-demand air taxi","1991","78",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Air","General aviation","1991","800",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Highway passenger, total","1991","40,847",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Passenger car occupants","1991","22,385",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Motorcyclists","1991","2,806",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Light truck occupants","1991","8,391",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Bus occupants","1991","31",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Pedestrians","1991","5,801",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Pedalcyclists","1991","843",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Highway passenger","Other","1991","590",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Rail passenger","Rail passenger, total","1991","178",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Rail passenger","Train accidents","1991","9",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1991","54",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Rail passenger","Trespassers","1991","107",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Rail passenger","Other incidents","1991","8",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Transit","Transit, total","1991","300",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Transit","Transit, non-rail","1991","91",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Transit","Transit, rail","1991","209",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Water passenger","Water passenger, total","1991","924",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Water passenger","Passenger vessel","1991","0",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","Water passenger","Recreational boating","1991","924",,"Fatalities by Selected Passenger Transportation Mode","1991",,,,,,"1991"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1992","40,743",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Air","Air, total","1992","988",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Air","U.S. air carrier","1992","33",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Air","Commuter carrier","1992","21",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Air","On-demand air taxi","1992","68",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Air","General aviation","1992","866",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Highway passenger, total","1992","38,665",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Passenger car occupants","1992","21,387",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Motorcyclists","1992","2,395",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Light truck occupants","1992","8,098",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Bus occupants","1992","28",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Pedestrians","1992","5,549",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Pedalcyclists","1992","723",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Highway passenger","Other","1992","485",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Rail passenger","Rail passenger, total","1992","175",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Rail passenger","Train accidents","1992","0",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1992","70",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Rail passenger","Trespassers","1992","94",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Rail passenger","Other incidents","1992","11",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Transit","Transit, total","1992","273",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Transit","Transit, non-rail","1992","99",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Transit","Transit, rail","1992","174",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Water passenger","Water passenger, total","1992","816",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Water passenger","Passenger vessel","1992","0",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","Water passenger","Recreational boating","1992","816",,"Fatalities by Selected Passenger Transportation Mode","1992",,,,,,"1992"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1993","41,533",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Air","Air, total","1993","811",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Air","U.S. air carrier","1993","1",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Air","Commuter carrier","1993","24",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Air","On-demand air taxi","1993","42",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Air","General aviation","1993","744",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Highway passenger, total","1993","39,545",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Passenger car occupants","1993","21,566",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Motorcyclists","1993","2,449",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Light truck occupants","1993","8,511",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Bus occupants","1993","18",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Pedestrians","1993","5,649",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Pedalcyclists","1993","816",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Highway passenger","Other","1993","536",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Rail passenger","Rail passenger, total","1993","292",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Rail passenger","Train accidents","1993","55",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1993","77",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Rail passenger","Trespassers","1993","136",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Rail passenger","Other incidents","1993","24",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Transit","Transit, total","1993","281",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
